Name,Value,toolName
April,79000,multi field formula
April,84000,multi field formula
April,84000,multi field formula
April,84000,multi field formula
April,97000,multi field formula
April,97000,multi field formula
April,97000,multi field formula
April,98000,multi field formula
April,98000,multi field formula
April,98000,multi field formula
April,102000,multi field formula
April,102000,multi field formula
April,102000,multi field formula
April,102000,multi field formula
April,102000,multi field formula
April,102000,multi field formula
April,103000,multi field formula
April,103000,multi field formula
April,103000,multi field formula
April,116000,multi field formula
April,116000,multi field formula
April,116000,multi field formula
April,124000,multi field formula
April,124000,multi field formula
April,124000,multi field formula
April,128000,multi field formula
April,128000,multi field formula
April,128000,multi field formula
April,143000,multi field formula
April,143000,multi field formula
April,143000,multi field formula
April,174000,multi field formula
April,174000,multi field formula
April,174000,multi field formula
April,216000,multi field formula
April,216000,multi field formula
April,216000,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,,multi field formula
April % Total,7.1,multi field formula
April % Total,7.8,multi field formula
April % Total,7.8,multi field formula
April % Total,8.2,multi field formula
April % Total,8.3,multi field formula
April % Total,8.3,multi field formula
April % Total,8.5,multi field formula
April % Total,8.7,multi field formula
April % Total,8.8,multi field formula
April % Total,9.0,multi field formula
April % Total,9.0,multi field formula
April % Total,9.2,multi field formula
April % Total,9.2,multi field formula
August,86000,multi field formula
August,86000,multi field formula
August,86000,multi field formula
August,89000,multi field formula
August,89000,multi field formula
August,89000,multi field formula
August,94000,multi field formula
August,94000,multi field formula
August,94000,multi field formula
August,94000,multi field formula
August,94000,multi field formula
August,94000,multi field formula
August,101000,multi field formula
August,101000,multi field formula
August,101000,multi field formula
August,104000,multi field formula
August,104000,multi field formula
August,104000,multi field formula
August,106000,multi field formula
August,106000,multi field formula
August,106000,multi field formula
August,114000,multi field formula
August,114000,multi field formula
August,114000,multi field formula
August,119000,multi field formula
August,119000,multi field formula
August,119000,multi field formula
August,119000,multi field formula
August,119000,multi field formula
August,119000,multi field formula
August,140000,multi field formula
August,140000,multi field formula
August,140000,multi field formula
August,149000,multi field formula
August,149000,multi field formula
August,149000,multi field formula
August,210000,multi field formula
August,210000,multi field formula
August,210000,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,,multi field formula
August % Total,6.6,multi field formula
August % Total,7.2,multi field formula
August % Total,7.5,multi field formula
August % Total,7.9,multi field formula
August % Total,8.1,multi field formula
August % Total,8.2,multi field formula
August % Total,8.3,multi field formula
August % Total,8.3,multi field formula
August % Total,8.7,multi field formula
August % Total,9.0,multi field formula
August % Total,9.1,multi field formula
August % Total,9.3,multi field formula
August % Total,10.4,multi field formula
AVERAGE SALE,,select records
AVERAGE SALE,,select records
AVERAGE SALE,,select records
AVERAGE SALE,,select records
AVERAGE SALE,,select records
AVERAGE SALE,0,select records
AVERAGE SALE,0,select records
AVERAGE SALE,0,select records
AVERAGE SALE,0,select records
AVERAGE SALE,2,select records
AVERAGE SALE,2,select records
AVERAGE SALE,7,select records
AVERAGE SALE,7,select records
AVERAGE SALE,8,select records
AVERAGE SALE,8,select records
AVERAGE SALE,8,select records
AVERAGE SALE,8,select records
AVERAGE SALE,10,select records
AVERAGE SALE,12,select records
AVERAGE SALE,15,select records
AVERAGE SALE,15,select records
AVERAGE SALE,16,select records
AVERAGE SALE,17,select records
AVERAGE SALE,17,select records
AVERAGE SALE,17,select records
AVERAGE SALE,18,select records
AVERAGE SALE,18,select records
AVERAGE SALE,18,select records
AVERAGE SALE,18,select records
AVERAGE SALE,18,select records
AVERAGE SALE,19,select records
AVERAGE SALE,19,select records
AVERAGE SALE,19,select records
AVERAGE SALE,20,select records
AVERAGE SALE,22,select records
AVERAGE SALE,22,select records
AVERAGE SALE,24,select records
AVERAGE SALE,24,select records
AVERAGE SALE,25,select records
AVERAGE SALE,25,select records
AVERAGE SALE,26,select records
AVERAGE SALE,26,select records
AVERAGE SALE,26,select records
AVERAGE SALE,28,select records
AVERAGE SALE,28,select records
AVERAGE SALE,31,select records
AVERAGE SALE,31,select records
AVERAGE SALE,31,select records
AVERAGE SALE,32,select records
AVERAGE SALE,32,select records
AVERAGE SALE,32,select records
AVERAGE SALE,32,select records
AVERAGE SALE,33,select records
AVERAGE SALE,33,select records
AVERAGE SALE,33,select records
AVERAGE SALE,33,select records
AVERAGE SALE,34,select records
AVERAGE SALE,34,select records
AVERAGE SALE,34,select records
AVERAGE SALE,35,select records
AVERAGE SALE,35,select records
AVERAGE SALE,37,select records
AVERAGE SALE,37,select records
AVERAGE SALE,37,select records
AVERAGE SALE,37,select records
AVERAGE SALE,37,select records
AVERAGE SALE,38,select records
AVERAGE SALE,39,select records
AVERAGE SALE,39,select records
AVERAGE SALE,39,select records
AVERAGE SALE,39,select records
AVERAGE SALE,41,select records
AVERAGE SALE,44,select records
AVERAGE SALE,44,select records
AVERAGE SALE,44,select records
AVERAGE SALE,45,select records
AVERAGE SALE,45,select records
AVERAGE SALE,47,select records
AVERAGE SALE,50,select records
AVERAGE SALE,52,select records
AVERAGE SALE,52,select records
AVERAGE SALE,53,select records
AVERAGE SALE,53,select records
AVERAGE SALE,56,select records
AVERAGE SALE,56,select records
AVERAGE SALE,58,select records
AVERAGE SALE,58,select records
AVERAGE SALE,59,select records
AVERAGE SALE,59,select records
AVERAGE SALE,60,select records
AVERAGE SALE,60,select records
AVERAGE SALE,62,select records
AVERAGE SALE,62,select records
AVERAGE SALE,62,select records
AVERAGE SALE,62,select records
AVERAGE SALE,64,select records
AVERAGE SALE,64,select records
AVERAGE SALE,66,select records
AVERAGE SALE,66,select records
AVERAGE SALE,66,select records
AVERAGE SALE,66,select records
AVERAGE SALE,66,select records
AVERAGE SALE,66,select records
AVERAGE SALE,67,select records
AVERAGE SALE,67,select records
AVERAGE SALE,67,select records
AVERAGE SALE,67,select records
AVERAGE SALE,69,select records
AVERAGE SALE,70,select records
AVERAGE SALE,70,select records
AVERAGE SALE,70,select records
AVERAGE SALE,70,select records
AVERAGE SALE,70,select records
AVERAGE SALE,72,select records
AVERAGE SALE,72,select records
AVERAGE SALE,73,select records
AVERAGE SALE,73,select records
AVERAGE SALE,74,select records
AVERAGE SALE,75,select records
AVERAGE SALE,76,select records
AVERAGE SALE,76,select records
AVERAGE SALE,76,select records
AVERAGE SALE,76,select records
AVERAGE SALE,79,select records
AVERAGE SALE,79,select records
AVERAGE SALE,81,select records
AVERAGE SALE,81,select records
AVERAGE SALE,82,select records
AVERAGE SALE,82,select records
AVERAGE SALE,82,select records
AVERAGE SALE,82,select records
AVERAGE SALE,82,select records
AVERAGE SALE,82,select records
AVERAGE SALE,83,select records
AVERAGE SALE,83,select records
AVERAGE SALE,83,select records
AVERAGE SALE,83,select records
AVERAGE SALE,84,select records
AVERAGE SALE,84,select records
AVERAGE SALE,86,select records
AVERAGE SALE,86,select records
AVERAGE SALE,86,select records
AVERAGE SALE,86,select records
AVERAGE SALE,87,select records
AVERAGE SALE,87,select records
AVERAGE SALE,87,select records
AVERAGE SALE,88,select records
AVERAGE SALE,90,select records
AVERAGE SALE,90,select records
AVERAGE SALE,90,select records
AVERAGE SALE,90,select records
AVERAGE SALE,91,select records
AVERAGE SALE,91,select records
AVERAGE SALE,92,select records
AVERAGE SALE,92,select records
AVERAGE SALE,92,select records
AVERAGE SALE,92,select records
AVERAGE SALE,93,select records
AVERAGE SALE,93,select records
AVERAGE SALE,93,select records
AVERAGE SALE,93,select records
AVERAGE SALE,94,select records
AVERAGE SALE,94,select records
AVERAGE SALE,95,select records
AVERAGE SALE,96,select records
AVERAGE SALE,96,select records
AVERAGE SALE,99,select records
AVERAGE SALE,99,select records
AVERAGE SALE,100,select records
AVERAGE SALE,100,select records
AVERAGE SALE,100,select records
AVERAGE SALE,100,select records
AVERAGE SALE,100,select records
AVERAGE SALE,100,select records
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,,formula
AverageSpendPerVisit,14.00,formula
AverageSpendPerVisit,14.00,formula
AverageSpendPerVisit,25.00,formula
AverageSpendPerVisit,25.00,formula
AverageSpendPerVisit,29.00,formula
AverageSpendPerVisit,29.00,formula
AverageSpendPerVisit,138.00,formula
AverageSpendPerVisit,138.00,formula
AverageSpendPerVisit,207.00,formula
AverageSpendPerVisit,207.00,formula
AverageSpendPerVisit,228.00,formula
AverageSpendPerVisit,228.00,formula
AverageSpendPerVisit,432.00,formula
AverageSpendPerVisit,432.00,formula
AverageSpendPerVisit,481.00,formula
AverageSpendPerVisit,481.00,formula
AverageSpendPerVisit,525.00,formula
AverageSpendPerVisit,525.00,formula
AverageSpendPerVisit,919.00,formula
AverageSpendPerVisit,919.00,formula
AverageSpendPerVisit,1404.00,formula
AverageSpendPerVisit,1404.00,formula
AverageSpendPerVisit,3513.00,formula
AverageSpendPerVisit,3513.00,formula
City,,formula
City,,formula
City,,formula
City,,formula
City,,formula
City,,formula
City,,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,Aurora,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,AURORA,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,Denver,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,DENVER,formula
City,Parker,formula
City,Parker,formula
City,PARKER,formula
City,PARKER,formula
City,PARKER,formula
City,PARKER,formula
City,PARKER,formula
CITY,,select records
CITY,,select records
CITY,,select records
CITY,,select records
CITY,,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AGAWAM,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,AMHERST,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BELCHERTOWN,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,BRIMFIELD,select records
CITY,Buffalo,multi field formula
CITY,Buffalo,multi field formula
CITY,BUFFALO,multi field formula
CITY,Casper,multi field formula
CITY,Casper,multi field formula
CITY,CASPER,multi field formula
CITY,CHESTERFIELD,select records
CITY,CHESTERFIELD,select records
CITY,Cheyenne,multi field formula
CITY,Cheyenne,multi field formula
CITY,Cheyenne,multi field formula
CITY,Cheyenne,multi field formula
CITY,CHEYENNE,multi field formula
CITY,CHEYENNE,multi field formula
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,CHICOPEE,select records
CITY,Cody,multi field formula
CITY,Cody,multi field formula
CITY,CODY,multi field formula
CITY,Douglas,multi field formula
CITY,Douglas,multi field formula
CITY,DOUGLAS,multi field formula
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EAST LONGMEADOW,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,EASTHAMPTON,select records
CITY,Evanston,multi field formula
CITY,Evanston,multi field formula
CITY,EVANSTON,multi field formula
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,FEEDING HILLS,select records
CITY,Gillette,multi field formula
CITY,Gillette,multi field formula
CITY,Gillette,multi field formula
CITY,Gillette,multi field formula
CITY,GILLETTE,multi field formula
CITY,GILLETTE,multi field formula
CITY,GOSHEN,select records
CITY,GOSHEN,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,GRANBY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HADLEY,select records
CITY,HAMPDEN,select records
CITY,HAMPDEN,select records
CITY,HARDWICK,select records
CITY,HARDWICK,select records
CITY,HATFIELD,select records
CITY,HATFIELD,select records
CITY,HAYDENVILLE,select records
CITY,HAYDENVILLE,select records
CITY,HAYDENVILLE,select records
CITY,HAYDENVILLE,select records
CITY,HAYDENVILLE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HOLYOKE,select records
CITY,HUNTINGTON,select records
CITY,HUNTINGTON,select records
CITY,HUNTINGTON,select records
CITY,PELHAM,select records
CITY,PELHAM,select records
CITY,PELHAM,select records
CITY,PELHAM,select records
CITY,Powell,multi field formula
CITY,Powell,multi field formula
CITY,POWELL,multi field formula
CITY,Riverton,multi field formula
CITY,Riverton,multi field formula
CITY,RIVERTON,multi field formula
CITY,Rock Springs,multi field formula
CITY,Rock Springs,multi field formula
CITY,ROCK SPRINGS,multi field formula
CITY,Sheridan,multi field formula
CITY,Sheridan,multi field formula
CITY,SHERIDAN,multi field formula
CITY,WESTHAMPTON,select records
CITY,WESTHAMPTON,select records
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,,formula
City_titleCase,Aurora,formula
City_titleCase,Aurora,formula
City_titleCase,Aurora,formula
City_titleCase,Aurora,formula
City_titleCase,Aurora,formula
City_titleCase,Denver,formula
City_titleCase,Denver,formula
City_titleCase,Denver,formula
City_titleCase,Denver,formula
City_titleCase,Denver,formula
City_titleCase,Denver,formula
City_titleCase,Parker,formula
COMPANY,,select records
COMPANY,,select records
COMPANY,,select records
COMPANY,,select records
COMPANY,,select records
COMPANY,"ABRAHAM'S HOME REPAIR",select records
COMPANY,ACCUFAB IRONWORKS INC,select records
COMPANY,ACCUFAB IRONWORKS INC,select records
COMPANY,AFLAC,select records
COMPANY,AFLAC,select records
COMPANY,ANDIAMO,select records
COMPANY,ANDIAMO,select records
COMPANY,ATLAS FOUNDERS INC,select records
COMPANY,AUBREY DIXON & RILEY,select records
COMPANY,B & G TREE & LANDSCAPING,select records
COMPANY,B & G TREE & LANDSCAPING,select records
COMPANY,BAY STATE INSTRUMENT REPAIR,select records
COMPANY,BAY STATE INSTRUMENT REPAIR,select records
COMPANY,"BEAN'S AUTO GLASS",select records
COMPANY,"BEAN'S AUTO GLASS",select records
COMPANY,BERKSHIRE SCHOOL,select records
COMPANY,BERKSHIRE SCHOOL,select records
COMPANY,"BOB'S BARBER SHOP",select records
COMPANY,BRIMFIELD BOARD OF HEALTH,select records
COMPANY,BRIMFIELD BOARD OF HEALTH,select records
COMPANY,BRIMFIELD TOWN ASSESSORS,select records
COMPANY,BRIMFIELD TOWN ASSESSORS,select records
COMPANY,BRIMFIELD TOWN CLERK,select records
COMPANY,BRIMFIELD TOWN CLERK,select records
COMPANY,BRIMFILED TAX COLLECTOR,select records
COMPANY,BRIMFILED TAX COLLECTOR,select records
COMPANY,"BROCK'S ELECTRIC SVC",select records
COMPANY,"BROCK'S ELECTRIC SVC",select records
COMPANY,BUXTON DOPP,select records
COMPANY,BUXTON DOPP,select records
COMPANY,CHARLES K STEPHENSON,select records
COMPANY,CHARLES K STEPHENSON,select records
COMPANY,CHESTERFIELD TOWN FIRE DEPT,select records
COMPANY,CHESTERFIELD TOWN FIRE DEPT,select records
COMPANY,COOKS IN THE KITCHEN,select records
COMPANY,CROWN DRY CLEANING & TUXEDO,select records
COMPANY,CROWN DRY CLEANING & TUXEDO,select records
COMPANY,CSC FORCE MEASUREMENT INC,select records
COMPANY,DHIRENDRA MOHAN MD,select records
COMPANY,DIELECTRICS INC,select records
COMPANY,DIELECTRICS INC,select records
COMPANY,DRAPEAU & PATLA,select records
COMPANY,DRAPEAU & PATLA,select records
COMPANY,EASTERN MOUNTAIN SPORTS INC,select records
COMPANY,EASTERN MOUNTAIN SPORTS INC,select records
COMPANY,EBTEC CORP,select records
COMPANY,EDUCATIONAL JOURNEYS,select records
COMPANY,EDUCATIONAL JOURNEYS,select records
COMPANY,ELITE TRANSPORT,select records
COMPANY,ELITE TRANSPORT,select records
COMPANY,ENVIRONMENTAL COMPLIANCE SVC,select records
COMPANY,ENVIRONMENTAL COMPLIANCE SVC,select records
COMPANY,FAMILY DOLLAR STORE,select records
COMPANY,FIVE CORNER CUTS,select records
COMPANY,FIVE CORNER CUTS,select records
COMPANY,FORENSIC FINANCIAL INVESTIGTNS,select records
COMPANY,FOREVER 21,select records
COMPANY,FRONTLINE MOTORS INC,select records
COMPANY,FRONTLINE MOTORS INC,select records
COMPANY,GIFT BASKETS ETC,select records
COMPANY,GIFT BASKETS ETC,select records
COMPANY,GOUKLER EYECARE,select records
COMPANY,GOUKLER EYECARE,select records
COMPANY,HADLEY TOWN VEHICLE MNTNC,select records
COMPANY,HADLEY TOWN VEHICLE MNTNC,select records
COMPANY,HADLEY WATER DEPT,select records
COMPANY,HADLEY WATER DEPT,select records
COMPANY,HAMPDEN FENCE SUPPLY INC,select records
COMPANY,HASBRO GAMES,select records
COMPANY,HASBRO GAMES,select records
COMPANY,HUNTINGTON BOARD OF ASSESSORS,select records
COMPANY,HUNTINGTON NUTRITION CTR,select records
COMPANY,INDIAN HEAD CAPITAL CORP,select records
COMPANY,INDIAN HEAD CAPITAL CORP,select records
COMPANY,J & L CATERERS INC,select records
COMPANY,J & L CATERERS INC,select records
COMPANY,JOEL L TILLMAN DDS,select records
COMPANY,JOEL L TILLMAN DDS,select records
COMPANY,JOHN C OTTO CO INC,select records
COMPANY,JOHN C OTTO CO INC,select records
COMPANY,LABCO,select records
COMPANY,LABCO,select records
COMPANY,LECCA CONSTRUCTION INC,select records
COMPANY,LECCA CONSTRUCTION INC,select records
COMPANY,M J FINANCIAL,select records
COMPANY,M J FINANCIAL,select records
COMPANY,MAIN STREET MARKET,select records
COMPANY,MARCEL C CARTIER DDS,select records
COMPANY,MASSASOIT/TACKBAND INC,select records
COMPANY,MASSASOIT/TACKBAND INC,select records
COMPANY,MASTEX INDUSTRIES INC,select records
COMPANY,MEADOW SCHOOL,select records
COMPANY,MEADOW SCHOOL,select records
COMPANY,MED SOURCE TECHNOLOGIES INC,select records
COMPANY,MED SOURCE TECHNOLOGIES INC,select records
COMPANY,"MICHAEL'S CAFE",select records
COMPANY,"MICHAEL'S CAFE",select records
COMPANY,MUSIC LIBRARY,select records
COMPANY,MUSIC LIBRARY,select records
COMPANY,NATIONAL TOWING ALLIANCE,select records
COMPANY,NATIONAL TOWING ALLIANCE,select records
COMPANY,NATIVE LUMBER CO,select records
COMPANY,NATIVE LUMBER CO,select records
COMPANY,NEW ENGLAND SECURITY & TECH,select records
COMPANY,NEW ENGLAND SECURITY & TECH,select records
COMPANY,PACKAGING SERVICE INC,select records
COMPANY,PACKAGING SERVICE INC,select records
COMPANY,PARSONS PAPER NVF CO,select records
COMPANY,PECK BUILDING & RESTORATION,select records
COMPANY,PECK BUILDING & RESTORATION,select records
COMPANY,PELHAM PUBLIC WORKS,select records
COMPANY,PELHAM PUBLIC WORKS,select records
COMPANY,PIONEER PREMIER PROMOTIONS,select records
COMPANY,PIONEER PREMIER PROMOTIONS,select records
COMPANY,PIZZA PALACE RESTAURANT,select records
